,imdbId,Imdb Link,Title,IMDB Score,Genre,Poster,IMDb_ID
2329,88930,http://www.imdb.com/title/tt88930,Clue (1985),7.3,Comedy|Crime|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2VlNTE1ZmMtOTAyNS00ODYwLWFmY2MtZWEzOTE2YjE1NDE2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2330
2330,90357,http://www.imdb.com/title/tt90357,Young Sherlock Holmes (1985),6.8,Adventure|Fantasy|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmE0NTQ5ZjItN2MzNC00NjBhLTg0ZjYtYzFiMzFlMjhjNmNiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2331
2331,92173,http://www.imdb.com/title/tt92173,Violets Are Blue... (1986),5.7,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MDE0ODc5MV5BMl5BanBnXkFtZTcwNTIzODEyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2332
2332,90685,http://www.imdb.com/title/tt90685,Back to School (1986),6.6,Comedy|Romance|Sport,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMTIyOTM1MF5BMl5BanBnXkFtZTcwNzQ0MTcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2333
2333,91188,http://www.imdb.com/title/tt91188,Heartburn (1986),6.0,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2I3ODU4MWItZDJmOS00NGFkLTkzYWMtMWI4NTFmNDI2MjNmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2334
2335,91024,http://www.imdb.com/title/tt91024,Extremities (1986),6.3,Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MzczODczMF5BMl5BanBnXkFtZTcwNjY5NTczNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2336
2336,87538,http://www.imdb.com/title/tt87538,The Karate Kid (1984),7.2,Action|Drama|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTkzY2YzNmYtY2ViMS00MThiLWFlYTEtOWQ1OTBiOGEwMTdhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2337
2338,97647,http://www.imdb.com/title/tt97647,The Karate Kid Part III (1989),5.0,Action|Drama|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BODk0NzA4MTMtNGQ3Zi00OTdlLThiZmQtOTI0YWEyNDFiMTg2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2339
2339,97958,http://www.imdb.com/title/tt97958,National Lampoon's Christmas Vacation (1989),7.6,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGZkMWQ2MzMtYTkxYS00OThmLWI0ZTQtNmY0ZTkyY2E4MjliXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2340
2340,128853,http://www.imdb.com/title/tt128853,You've Got Mail (1998),6.6,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTcxNzgzZjMtYzZiZC00MmE1LTg3MzQtZDAxMTYyZWE4MDNhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2341
2341,120706,http://www.imdb.com/title/tt120706,The General (1998),7.3,Biography|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTE0NTA0Nl5BMl5BanBnXkFtZTcwNTc1MjgxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",tt2342
2342,120861,http://www.imdb.com/title/tt120861,The Theory of Flight (1998),6.7,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MDk2OTMyM15BMl5BanBnXkFtZTcwMjg4MTkzMQ@@._V1_UY268_CR13,0,182,268_AL_.jpg",tt2343
2344,133751,http://www.imdb.com/title/tt133751,The Faculty (1998),6.4,Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTM5MTk3NDA0MF5BMl5BanBnXkFtZTgwODQ4OTI1MDE@._V1_UY268_CR1,0,182,268_AL_.jpg",tt2345
2345,120751,http://www.imdb.com/title/tt120751,Mighty Joe Young (1998),5.6,Action|Adventure|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MTM5MDk1Ml5BMl5BanBnXkFtZTcwMjI3MDIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2346
2346,41650,http://www.imdb.com/title/tt41650,Mighty Joe Young (1949),7.0,Adventure|Drama|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MDkxMjk5N15BMl5BanBnXkFtZTgwNzc0MDgyMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2347
2347,129290,http://www.imdb.com/title/tt129290,Patch Adams (1998),6.7,Biography|Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzM4Y2FlNzYtZmY5Yy00NzU4LTk1ODItY2NjYWYzYzUyZGM3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2348
2348,120686,http://www.imdb.com/title/tt120686,Stepmom (1998),6.7,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGJlOWM3ODctZjY3NC00YmRjLTg0NjgtNTFhOWQ4YzI4YjU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2349
2349,120633,http://www.imdb.com/title/tt120633,A Civil Action (1998),6.5,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNTgzNDY3N15BMl5BanBnXkFtZTYwODkzNDc5._V1_UY268_CR1,0,182,268_AL_.jpg",tt2350
2352,120857,http://www.imdb.com/title/tt120857,Tea with Mussolini (1999),6.9,Drama|Comedy|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNDQxODUyOF5BMl5BanBnXkFtZTcwNTczMTM3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2353
2353,120514,http://www.imdb.com/title/tt120514,Wilde (1997),6.9,Biography|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzYzNDYwMDM1Nl5BMl5BanBnXkFtZTcwMzMwNjYxMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",tt2354
2354,144546,http://www.imdb.com/title/tt144546,Outside Ozona (1998),6.3,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMjAzOTM1NF5BMl5BanBnXkFtZTcwMjA1MzcxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2355
2355,118564,http://www.imdb.com/title/tt118564,Affliction (1997),7.0,Drama|Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NDc0NDMzN15BMl5BanBnXkFtZTcwOTU0NjcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2356
2356,127722,http://www.imdb.com/title/tt127722,Another Day in Paradise (1998),6.5,Crime|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjY2MDNmYWEtNGMzNC00YjdlLTkxYTItNTk3Njk1YTBiNzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL_.jpg",tt2357
2357,120699,http://www.imdb.com/title/tt120699,The Hi-Lo Country (1998),6.1,Drama|Romance|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDg4OTAxNzkzNV5BMl5BanBnXkFtZTYwNTI1NTU5._V1_UX182_CR0,0,182,268_AL_.jpg",tt2358
2358,150915,http://www.imdb.com/title/tt150915,Hilary and Jackie (1998),7.4,Biography|Drama|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMTQxNzIzOF5BMl5BanBnXkFtZTcwNzgzMzMyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",tt2359
2359,145734,http://www.imdb.com/title/tt145734,Playing by Heart (1998),7.2,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTMxYmVmZTgtZjc5Yi00N2VmLThmNGUtOGNiM2QwODJmMzY2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2360
2360,120391,http://www.imdb.com/title/tt120391,24 7: Twenty Four Seven (1997),7.1,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BODY1NTQzMDQ0M15BMl5BanBnXkFtZTcwMTg5OTUxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",tt2361
2361,132512,http://www.imdb.com/title/tt132512,At First Sight (1999),5.9,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NjIzMzk0MF5BMl5BanBnXkFtZTcwMjc2NjAyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2362
2362,120710,http://www.imdb.com/title/tt120710,In Dreams (1999),5.5,Drama|Fantasy|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmU2MzgxZWItOTI4Ni00NTk2LWI3NGMtZDUwZjNlYmNlYTBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2363
2363,139699,http://www.imdb.com/title/tt139699,Varsity Blues (1999),6.4,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGVlYjRmYTUtNTRiYS00ODNmLThlNDQtNzc3OWJmYTlkMzM0L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2364
2364,120458,http://www.imdb.com/title/tt120458,Virus (1999),4.9,Action|Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGRiMmNmZGMtOGMwZi00MjMwLTkzZTQtNDViODE2ZmFiZWUzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY268_CR0,0,182,268_AL_.jpg",tt2365
2365,93072,http://www.imdb.com/title/tt93072,The Garbage Pail Kids Movie (1987),2.7,Adventure|Comedy|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzMzEwMzY5Nl5BMl5BanBnXkFtZTgwMzczNjkwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2366
2366,91225,http://www.imdb.com/title/tt91225,Howard the Duck (1986),4.6,Action|Adventure|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2MzczNjA0Ml5BMl5BanBnXkFtZTYwMTI2MTQ5._V1_UX182_CR0,0,182,268_AL_.jpg",tt2367
2367,93075,http://www.imdb.com/title/tt93075,The Gate (1987),6.0,Fantasy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTU2M2U4YTgtMDU0MS00MzFkLTg0OGMtODFlZDk3NjY2MmMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2368
2368,99636,http://www.imdb.com/title/tt99636,Gate 2: The Trespassers (1990),4.7,Fantasy|Horror|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGY1MTQwMWMtY2U2MC00YjM1LThkNWQtNGNmNmQxMzQ5MGM3XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2369
2369,90768,http://www.imdb.com/title/tt90768,The Boy Who Could Fly (1986),6.5,Drama|Fantasy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MTMxMDgzNF5BMl5BanBnXkFtZTcwNDcxMDAwMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",tt2370
2370,51622,http://www.imdb.com/title/tt51622,The Fly (1958),7.1,Drama|Fantasy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2MzgyNTIzMV5BMl5BanBnXkFtZTgwNTg1Mjc1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2371
2371,91064,http://www.imdb.com/title/tt91064,The Fly (1986),7.5,Drama|Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjI3OGRhYjUtZmY1MC00N2JlLWJjMDUtYmViNTE0NDA0NzZlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2372
2372,97368,http://www.imdb.com/title/tt97368,The Fly II (1989),4.9,Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTAyYjljNDctODg5Mi00YjYxLTk5MTMtZTk3MDk4NGZkN2MwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2373
2373,91875,http://www.imdb.com/title/tt91875,Running Scared (1986),6.5,Action|Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMDYyNDYwNl5BMl5BanBnXkFtZTcwODM2OTY2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2374
2374,90660,http://www.imdb.com/title/tt90660,Armed and Dangerous (1986),5.5,Action|Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTlhNmI0OTYtZTNkMC00Y2UwLThjN2UtNWNlNWFkNGMwZGNiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg",tt2375
2375,72271,http://www.imdb.com/title/tt72271,The Texas Chain Saw Massacre (1974),7.5,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDI3OWE0ZWMtNGJjOS00N2E4LWFiOTAtZjQ4OTNiNzIwN2NkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2376
2376,92076,http://www.imdb.com/title/tt92076,The Texas Chainsaw Massacre 2 (1986),5.5,Comedy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDNjNTg3MWUtNjUxNi00MzYxLWJmODctNTg0ZmI1Zjc2Y2Q0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2377
2377,99994,http://www.imdb.com/title/tt99994,Leatherface: Texas Chainsaw Massacre III (1990),5.1,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmFhMjlkOTctNWU2MC00YmQzLWJmYWMtZTUyNzM4YTU4ODRhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2378
2379,91877,http://www.imdb.com/title/tt91877,Ruthless People (1986),6.9,Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjJlYTE3MzYtMGMxMy00OTYyLTg5NzktYmNlOGIzNDEyYjc1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2380
2381,90917,http://www.imdb.com/title/tt90917,Deadly Friend (1986),5.5,Drama|Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ0M2Y3ODktOTZhOC00Yzg4LWE5NGQtMDQyMmRjOWQzYTYxXkEyXkFqcGdeQXVyNTQ4ODA2NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2382
2382,90710,http://www.imdb.com/title/tt90710,Belizaire the Cajun (1986),6.5,Drama|History|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTExOTAxNDQ0NzheQTJeQWpwZ15BbWU3MDgxNzI1NTE@._V1_UY268_CR43,0,182,268_AL_.jpg",tt2383
2383,91605,http://www.imdb.com/title/tt91605,The Name of the Rose (1986),7.8,Crime|Drama|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzEyNTY2MzAtNWNmNy00ZmM1LWIxMDEtZmQ2YzZhOGI3NTBlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2384
2384,91306,http://www.imdb.com/title/tt91306,Jumpin' Jack Flash (1986),5.8,Comedy|Romance|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDJmYjMxODgtZjgwMi00N2E0LWE0N2UtMzhjMmJkNGZiNDNhXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2385
2385,91738,http://www.imdb.com/title/tt91738,Peggy Sue Got Married (1986),6.3,Comedy|Drama|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjg2MzE1MzQtZDY2My00YzU2LThjNmMtODY5YTU5ZDQ2MzAzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2386
2386,90555,http://www.imdb.com/title/tt90555,Crocodile Dundee (1986),6.5,Adventure|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjNlMTQ1MzQtMjNjNS00MWY4LTgxZTgtM2M5NThkMDg4N2ViXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2387
2387,92493,http://www.imdb.com/title/tt92493,Crocodile Dundee II (1988),5.5,Action|Adventure|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzkxYTkxZDItYTI2YS00MDdkLWE3ODctY2YzYWQxYjJjYTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2388
2388,92105,http://www.imdb.com/title/tt92105,Tough Guys (1986),6.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BODkwZjY3YTMtZjgzNS00ZWI5LWIxYTUtMjRiNWFjYWM1NTJlXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UY268_CR1,0,182,268_AL_.jpg",tt2389
2391,90567,http://www.imdb.com/title/tt90567,52 Pick-Up (1986),6.4,Crime|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjk2OGRlYTItMTIyMS00YWI3LWE3ZTktNmNkMTI5NGU1OWFhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2392
2392,91187,http://www.imdb.com/title/tt91187,Heartbreak Ridge (1986),6.8,Action|Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWVhYTgzMjMtZDkyYy00ZTI3LWI4MTUtZGMxNTFjNzE1YTJmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2393
2393,91055,http://www.imdb.com/title/tt91055,Firewalker (1986),4.9,Action|Adventure|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGNjYjBhYmItMDI3Ni00MWM2LWE2ZDgtY2U5MGNjNDVmYTc1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2394
2394,92086,http://www.imdb.com/title/tt92086,Three Amigos! (1986),6.4,Comedy|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTE5NDQ1NTMyNl5BMl5BanBnXkFtZTcwNjY5MDQ3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2395
2395,120683,http://www.imdb.com/title/tt120683,Gloria (1999),5.1,Crime|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMzg4NDEyOV5BMl5BanBnXkFtZTcwMzA2MzUyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",tt2396
2396,119773,http://www.imdb.com/title/tt119773,Dry Cleaning (1997),6.9,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNjg5MDg5MV5BMl5BanBnXkFtZTYwNTU4NTk4._V1_UX182_CR0,0,182,268_AL_.jpg",tt2397
2397,151691,http://www.imdb.com/title/tt151691,My Name Is Joe (1998),7.5,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyODAzNjM3OF5BMl5BanBnXkFtZTcwMjMxODI5MQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",tt2398
2398,149151,http://www.imdb.com/title/tt149151,Still Crazy (1998),7.1,Comedy|Drama|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmQzMzU2NzAtYmFkMy00MWYxLWJlM2QtZDRjMTRmNWNlZjgzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2399
2399,112922,http://www.imdb.com/title/tt112922,El d_a de la bestia (1995),7.5,Action|Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MTY5OTU4OV5BMl5BanBnXkFtZTcwNjE1MjA0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",tt2400
2400,120095,http://www.imdb.com/title/tt120095,Tinseltown (1997),4.7,Comedy|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMjU0MzYwN15BMl5BanBnXkFtZTcwMzU5MTgxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2401
2401,160862,http://www.imdb.com/title/tt160862,She's All That (1999),5.8,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2Y0N2YyOTQtMGNiYy00ZDViLTgxYmItODkxNzlkMWVjNTFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2402
2403,163984,http://www.imdb.com/title/tt163984,"Blood, Guts, Bullets and Octane (1998)",5.5,Action|Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1Mzg1NzA0M15BMl5BanBnXkFtZTcwNTQ1NTc0MQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",tt2404
2404,54167,http://www.imdb.com/title/tt54167,Peeping Tom (1960),7.7,Drama|Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTRmZWVjZDEtODViYi00OTU4LThlMzEtY2JlNWVlMTMzMWMwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2405
2405,152548,http://www.imdb.com/title/tt152548,Spanish Fly (1998),4.6,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4OTk4Njk5M15BMl5BanBnXkFtZTcwOTI0ODYyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",tt2406
2406,120784,http://www.imdb.com/title/tt120784,Payback (1999),7.1,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNTcxNzU0Ml5BMl5BanBnXkFtZTgwNjIwODQxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2407
2408,138987,http://www.imdb.com/title/tt138987,20 Dates (1998),5.3,Biography|Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MTIyMzI1Ml5BMl5BanBnXkFtZTYwNzg1Mzk5._V1_UY268_CR1,0,182,268_AL_.jpg",tt2409
2410,174852,http://www.imdb.com/title/tt174852,The Last Days (1998),7.7,Documentary|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BODgzOTM1NzIzOF5BMl5BanBnXkFtZTcwMTI1MDk3MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",tt2411
2411,70544,http://www.imdb.com/title/tt70544,Fantastic Planet (1973),7.8,Animation|Drama|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDI0MWVjMjUtNWE1MS00MmQzLWI3ZGItNGQ0NjkyODhhNWRjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR5,0,182,268_AL_.jpg",tt2412
2414,120764,http://www.imdb.com/title/tt120764,My Favorite Martian (1999),4.9,Comedy|Family|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGJmMGY1MmQtYzllNy00MWM5LWE2MDUtNWViZGI1MWY1ZWMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2415
2415,119207,http://www.imdb.com/title/tt119207,"God Said, 'Ha!' (1998)",7.2,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MjQ4NzA4NV5BMl5BanBnXkFtZTcwMDkwMTIyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",tt2416
2416,155776,http://www.imdb.com/title/tt155776,Jawbreaker (1999),5.5,Comedy|Crime|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTcwZWZkZWUtZjRhMi00ZDNhLTljOWItNjBkNzIwYTA0YWQyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2417
2417,132477,http://www.imdb.com/title/tt132477,October Sky (1999),7.8,Biography|Drama|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NjgxOTk5N15BMl5BanBnXkFtZTgwODk0MzkyMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2418
2418,151804,http://www.imdb.com/title/tt151804,Office Space (1999),7.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTA5MzQ3MzI1NV5BMl5BanBnXkFtZTgwNTcxNTYxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2419
2419,156901,http://www.imdb.com/title/tt156901,The Apple (1998),7.3,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjE3ZTUzMWItMzUxYy00MjMxLWFkNmQtYzQ3ZTc5NjU1NzhmXkEyXkFqcGdeQXVyMjUwMzM0Mjc@._V1_UY268_CR2,0,182,268_AL_.jpg",tt2420
2420,137338,http://www.imdb.com/title/tt137338,200 Cigarettes (1999),5.9,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzhmMTdjNTEtYjk5OC00NTgzLThmNWYtZDU2YTVkNWQ0M2YyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2421
2421,134273,http://www.imdb.com/title/tt134273,8MM (1999),6.5,Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTE0YWRmMDEtZGI2ZS00ODQwLWJjMzUtNzEzZTAyNzI1MjQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR6,0,182,268_AL_.jpg",tt2422
2422,123209,http://www.imdb.com/title/tt123209,The Other Sister (1999),6.5,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3MDQ5Nzg4NV5BMl5BanBnXkFtZTcwMzg1NTMyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",tt2423
2423,120618,http://www.imdb.com/title/tt120618,Breakfast of Champions (1999),4.6,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MDU4NTkwOF5BMl5BanBnXkFtZTcwNjAzNTUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",tt2424
2425,119054,http://www.imdb.com/title/tt119054,Eight Days a Week (1997),6.3,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1ODA5NTc2MV5BMl5BanBnXkFtZTcwMzAyNzcxMg@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2426
2426,134948,http://www.imdb.com/title/tt134948,Just the Ticket (1999),5.6,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MjY0MDAzOV5BMl5BanBnXkFtZTYwNjQwMjU5._V1_UY268_CR1,0,182,268_AL_.jpg",tt2427
